stock_id,date,inst_net_buy_20d,inst_accel,margin_mom,revenue_mom,ma20_slope,ma60_slope,bias_ma20,bias_ma60,vol_ratio_5_20,volatility_20d,rsi_diff_3d,rsi_monthly,macd_monthly,sox_mom,rs_vs_sox,usd_twd_mom20,vix_ma20_bias,label
2330,2018-01-02,133202685.0,-2074674.45,0.0201999381634545,-0.2104936884794944,0.018071083791756,0.00239307135356,0.0497460575190165,-0.009066904403568,1.1957311897794551,0.2589402286278551,-12.008791874975074,48.68417904107471,0.0,0.0573115256865257,0.0186380646703712,-0.0215631673966328,0.2926122887970377,1.0
2330,2018-01-03,133202685.0,-2074674.45,0.0201999381634545,-0.2104936884794944,0.018071083791756,0.00239307135356,0.0497460575190165,-0.009066904403568,1.1957311897794551,0.2589402286278551,-12.008791874975074,48.68417904107471,0.0638858822376278,0.0573115256865257,0.0186380646703712,-0.0215631673966328,0.2926122887970377,1.0
2330,2018-01-04,133202685.0,-2074674.45,0.0201999381634545,-0.2104936884794944,0.018071083791756,0.00239307135356,0.0497460575190165,-0.009066904403568,1.1957311897794551,0.2589402286278551,-12.008791874975074,48.68417904107471,0.1601943313461333,0.0573115256865257,0.0186380646703712,-0.0215631673966328,0.2926122887970377,1.0
2330,2018-01-05,133202685.0,-2074674.45,0.0201999381634545,-0.2104936884794944,0.018071083791756,0.00239307135356,0.0497460575190165,-0.009066904403568,1.1957311897794551,0.2589402286278551,-12.008791874975074,48.68417904107471,0.2589414584524832,0.0573115256865257,0.0186380646703712,-0.0215631673966328,0.2926122887970377,0.0
2330,2018-01-08,133202685.0,-2074674.45,0.0201999381634545,-0.2104936884794944,0.018071083791756,0.00239307135356,0.0497460575190165,-0.009066904403568,1.1957311897794551,0.2589402286278551,-12.008791874975074,48.68417904107471,0.3812570716861216,0.0573115256865257,0.0186380646703712,-0.0215631673966328,0.2926122887970377,0.0
2330,2018-01-09,133202685.0,-2074674.45,0.0201999381634545,-0.2104936884794944,0.018071083791756,0.00239307135356,0.0497460575190165,-0.009066904403568,1.1957311897794551,0.2589402286278551,-12.008791874975074,48.68417904107471,0.4975653064545327,0.0573115256865257,0.0186380646703712,-0.0215631673966328,0.2926122887970377,0.0
2330,2018-01-10,133202685.0,-2074674.45,0.0201999381634545,-0.2104936884794944,0.018071083791756,0.00239307135356,0.0497460575190165,-0.009066904403568,1.1957311897794551,0.2589402286278551,-12.008791874975074,48.68417904107471,0.5300098601324521,0.0573115256865257,0.0186380646703712,-0.0215631673966328,0.2926122887970377,1.0
2330,2018-01-11,133202685.0,-2074674.45,0.0201999381634545,-0.2104936884794944,0.018071083791756,0.00239307135356,0.0497460575190165,-0.009066904403568,1.1957311897794551,0.2589402286278551,-12.008791874975074,48.68417904107471,0.5393505187773258,0.0573115256865257,0.0186380646703712,-0.0215631673966328,0.2926122887970377,1.0
2330,2018-01-12,133202685.0,-2074674.45,0.0201999381634545,-0.2104936884794944,0.018071083791756,0.00239307135356,0.0497460575190165,-0.009066904403568,1.1957311897794551,0.2589402286278551,-12.008791874975074,48.68417904107471,0.5763714260616553,0.0573115256865257,0.0186380646703712,-0.0215631673966328,0.2926122887970377,0.0
2330,2018-01-15,133202685.0,-2074674.45,0.0201999381634545,-0.2104936884794944,0.018071083791756,0.00239307135356,0.0497460575190165,-0.009066904403568,1.1957311897794551,0.2589402286278551,-12.008791874975074,48.68417904107471,0.6539345613574596,0.0573115256865257,0.0186380646703712,-0.0215631673966328,0.2926122887970377,0.0
